lad_code,lad_name,first_year,last_year,n_years,jti_first,jti_last,jti_delta,trend_label,component_emissions_last,component_transport_last,component_deprivation_last,jti_last_percentile,component_emissions_percentile,component_transport_percentile,component_deprivation_percentile,jti_last_rank,component_emissions_rank,component_transport_rank,component_deprivation_rank,priority_group,cluster_id,cluster_label
E06000037,West Berkshire,2005,2023,19,81.1218589236697,45.06870986216097,-36.053149061508734,Worsening,13.490195263697114,40.59407539911608,81.1218589236697,97.79874213836479,58.80503144654088,96.85534591194968,91.00346020761245,8,132,11,27,High Priority,1.0,Emerging Improvers
E06000038,Reading,2005,2023,19,45.355806808599425,21.220610350964737,-24.135196457634688,Worsening,12.026077159646654,6.279947084648138,45.355806808599425,38.36477987421384,25.157232704402517,7.861635220125786,45.32871972318339,197,239,294,159,High Priority,3.0,High-Deprivation Barriers
E06000039,Slough,2005,2023,19,30.52459419083928,17.534599780475336,-12.989994410363945,Worsening,12.3750933979711,9.704111752615624,30.52459419083928,21.69811320754717,33.64779874213836,20.125786163522015,24.567474048442904,250,212,255,219,High Priority,2.0,Stable Mid-Performers
E06000040,Windsor and Maidenhead,2005,2023,19,87.55830649444758,40.98364765662705,-46.57465883782053,Worsening,12.543821594350035,22.84881488108353,87.55830649444758,90.88050314465409,37.42138364779874,72.0125786163522,95.50173010380622,30,200,90,14,High Priority,0.0,Transition Leaders
E06000041,Wokingham,2005,2023,19,99.25730102975572,43.11186870832682,-56.145432321428906,Worsening,12.37754208796013,17.70076300726459,99.25730102975572,96.54088050314465,33.9622641509434,50.314465408805034,99.65397923875432,12,211,159,2,High Priority,0.0,Transition Leaders
E06000042,Milton Keynes,2005,2023,19,53.69966188800056,28.049009796377494,-25.65065209162307,Worsening,12.468425287957853,17.978942213174076,53.69966188800056,60.37735849056604,36.16352201257861,51.257861635220124,54.67128027681662,127,204,156,132,High Priority,3.0,High-Deprivation Barriers
E06000043,Brighton and Hove,2005,2023,19,45.45959927318586,21.716487272855485,-23.743112000330374,Worsening,10.808566083651154,8.881296461729434,45.45959927318586,41.19496855345912,9.748427672955975,17.29559748427673,45.674740484429066,188,288,264,158,High Priority,3.0,High-Deprivation Barriers
E06000044,Portsmouth,2005,2023,19,27.195134242425603,17.21215665262403,-9.982977589801571,Worsening,12.962845529973176,11.47849018547332,27.195134242425603,20.440251572327046,46.855345911949684,27.67295597484277,19.72318339100346,254,170,231,233,High Priority,4.0,Transition Laggards
E06000045,Southampton,2005,2023,19,25.51800975338064,15.395621765692782,-10.122387987687857,Worsening,13.188734545817315,7.4801209978803955,25.51800975338064,12.578616352201259,51.57232704402516,12.578616352201259,16.26297577854671,279,155,279,243,High Priority,2.0,Stable Mid-Performers
E06000046,Isle of Wight,2005,2023,19,31.76959571741537,16.904071609983912,-14.865524107431458,Worsening,11.143192298538455,7.799426813997905,31.76959571741537,18.867924528301888,17.29559748427673,14.150943396226415,25.951557093425603,259,264,274,215,High Priority,2.0,Stable Mid-Performers
E06000047,County Durham,2005,2023,19,27.353080987573478,19.609852022191106,-7.743228965382372,Worsening,13.97715681421511,17.49931826478473,27.353080987573478,29.559748427672954,75.15723270440252,49.056603773584904,20.069204152249135,225,80,163,232,High Priority,4.0,Transition Laggards
E06000049,Cheshire East,2005,2023,19,67.25022930593826,36.20986486411712,-31.04036444182114,Worsening,14.75855741172126,26.620807874691845,67.25022930593826,81.76100628930818,88.36477987421384,81.44654088050315,74.74048442906575,59,38,60,74,High Priority,1.0,Emerging Improvers
E06000050,Cheshire West and Chester,2005,2023,19,55.2462755314738,31.530049248891206,-23.716226282582593,Worsening,15.811494670174948,23.532377545024875,55.2462755314738,67.9245283018868,95.9119496855346,73.89937106918238,57.785467128027676,103,14,84,123,High Priority,1.0,Emerging Improvers
